item_id,tier,sample,answer
moc33a59f,T2,2,A
moc33a59f,T2,3,A
moc33a59f,T2,4,A
moc33a59f,T2,5,A
moc33a59f,T2,6,B
moc33a59f,T2,7,B
moc33a59f,T2,8,B
moc33a59f,T2,9,B
moc33a59f,T2,10,A
moc33a59f,T2,11,A
moc33a59f,T2,12,B
moc33a59f,T2,13,B
moc33a59f,T2,14,PARSE_FAIL
moc33a59f,T2,15,A
moc3cc65e,T2,0,A
moc3cc65e,T2,1,A
moc3cc65e,T2,2,A
moc3cc65e,T2,3,A
moc3cc65e,T2,4,A
moc3cc65e,T2,5,A
moc3cc65e,T2,6,A
moc3cc65e,T2,7,A
moc3cc65e,T2,8,B
moc3cc65e,T2,9,A
moc3cc65e,T2,10,B
moc3cc65e,T2,11,B
moc3cc65e,T2,12,A
moc3cc65e,T2,13,A
moc3cc65e,T2,14,A
moc3cc65e,T2,15,A
mocdca24a,T2,0,B
mocdca24a,T2,1,B
mocdca24a,T2,2,B
mocdca24a,T2,3,B
mocdca24a,T2,4,B
mocdca24a,T2,5,B
mocdca24a,T2,6,B
mocdca24a,T2,7,B
mocdca24a,T2,8,B
mocdca24a,T2,9,B
mocdca24a,T2,10,A
mocdca24a,T2,11,B
mocdca24a,T2,12,B
mocdca24a,T2,13,B
mocdca24a,T2,14,B
mocdca24a,T2,15,B
moc3e85ee,T3,0,A
moc3e85ee,T3,1,B
moc3e85ee,T3,2,A
moc3e85ee,T3,3,A
moc3e85ee,T3,4,B
moc3e85ee,T3,5,B
moc3e85ee,T3,6,ABSTAIN
moc3e85ee,T3,7,A
moc3e85ee,T3,8,ABSTAIN
moc3e85ee,T3,9,B
moc3e85ee,T3,10,B
moc3e85ee,T3,11,B
moc3e85ee,T3,12,B
moc3e85ee,T3,13,B
moc3e85ee,T3,14,B
moc3e85ee,T3,15,PARSE_FAIL
moc11cfa9,T3,0,A
moc11cfa9,T3,1,A
moc11cfa9,T3,2,B
moc11cfa9,T3,3,A
moc11cfa9,T3,4,A
moc11cfa9,T3,5,A
moc11cfa9,T3,6,A
moc11cfa9,T3,7,A
moc11cfa9,T3,8,A
moc11cfa9,T3,9,PARSE_FAIL
moc11cfa9,T3,10,B
moc11cfa9,T3,11,A
moc11cfa9,T3,12,A
moc11cfa9,T3,13,A
moc11cfa9,T3,14,A
moc11cfa9,T3,15,A
moc370289,T3,0,B
moc370289,T3,1,B
moc370289,T3,2,PARSE_FAIL
moc370289,T3,3,B
moc370289,T3,4,B
moc370289,T3,5,A
moc370289,T3,6,PARSE_FAIL
moc370289,T3,7,B
moc370289,T3,8,A
moc370289,T3,9,B
moc370289,T3,10,B
moc370289,T3,11,B
moc370289,T3,12,B
moc370289,T3,13,B
moc370289,T3,14,B
moc370289,T3,15,B
moc2ed0e7,T3,0,B
moc2ed0e7,T3,1,B
moc2ed0e7,T3,2,B
moc2ed0e7,T3,3,A
moc2ed0e7,T3,4,B
moc2ed0e7,T3,5,B
moc2ed0e7,T3,6,A
moc2ed0e7,T3,7,A
moc2ed0e7,T3,8,B
moc2ed0e7,T3,9,B
moc2ed0e7,T3,10,A
moc2ed0e7,T3,11,A
moc2ed0e7,T3,12,B
moc2ed0e7,T3,13,A
moc2ed0e7,T3,14,B
moc2ed0e7,T3,15,B
moca2d01f,T3,0,A
moca2d01f,T3,1,B
moca2d01f,T3,2,A
moca2d01f,T3,3,B
moca2d01f,T3,4,A
moca2d01f,T3,5,A
moca2d01f,T3,6,B
moca2d01f,T3,7,A
moca2d01f,T3,8,A
moca2d01f,T3,9,B
moca2d01f,T3,10,A
moca2d01f,T3,11,A
moca2d01f,T3,12,A
moca2d01f,T3,13,A
moca2d01f,T3,14,B
moca2d01f,T3,15,B
mocf162a8,T3,0,B
mocf162a8,T3,1,B
mocf162a8,T3,2,B
mocf162a8,T3,3,B
mocf162a8,T3,4,A
mocf162a8,T3,5,A
mocf162a8,T3,6,A
mocf162a8,T3,7,A
mocf162a8,T3,8,B
mocf162a8,T3,9,A
mocf162a8,T3,10,A
mocf162a8,T3,11,B
mocf162a8,T3,12,B
mocf162a8,T3,13,B
mocf162a8,T3,14,B
mocf162a8,T3,15,B
